url,slug,name,price_dkk
https://www.lidl.dk/p/danske-guleroedder/p10029227,danske-guleroedder,,
https://www.lidl.dk/p/lupilu-oekologisk-frugtstang/p132118,lupilu-oekologisk-frugtstang,Lupilu Økologisk frugtstang,"30,33"
https://www.lidl.dk/p/silvercrest-stikdaase-med-usb/p10000147,silvercrest-stikdaase-med-usb,SILVERCREST® Stikdåse med USB,"30,33"
https://www.lidl.dk/p/vemondo-sojayoghurt-sk5/p10025421,vemondo-sojayoghurt-sk5,Vemondo Sojayoghurt SK5,9.95
https://www.lidl.dk/p/crivit-kortaermet-loebetroeje/p10029587,crivit-kortaermet-loebetroeje,CRIVIT® Kortærmet løbetrøje,40
https://www.lidl.dk/p/parkside-magnetskinne/p10029345,parkside-magnetskinne,,
https://www.lidl.dk/p/madvaerket-oekologisk-creme-fraiche/p10029399,madvaerket-oekologisk-creme-fraiche,,
https://www.lidl.dk/p/aeblelomme-med-sukkerpynt/p65260,aeblelomme-med-sukkerpynt,Æblelomme med sukkerpynt,"30,33"
https://www.lidl.dk/p/rustikt-hvedestykke-med-solsikkekerner-og-blaa-birkes/p152767,rustikt-hvedestykke-med-solsikkekerner-og-blaa-birkes,Rustikt hvedestykke med solsikkekerner og blå birkes,"30,33"
https://www.lidl.dk/p/cien-dag-eller-natcreme/p10029267,cien-dag-eller-natcreme,,
https://www.lidl.dk/p/karen-volf-snoefler/p10029255,karen-volf-snoefler,,
https://www.lidl.dk/p/armilar-portvin-19/p10015707,armilar-portvin-19,Armilar Portvin 19%,"30,33"
https://www.lidl.dk/p/klementiner/p10029228,klementiner,,
https://www.lidl.dk/p/lupilu-sensitive-vaadservietter/p162276,lupilu-sensitive-vaadservietter,Lupilu Sensitive vådservietter,"30,33"
https://www.lidl.dk/p/parkside-sikkerhedssko/p10029649,parkside-sikkerhedssko,PARKSIDE® Sikkerhedssko,"149,-"
https://www.lidl.dk/p/rose-hel-kylling/p10029528,rose-hel-kylling,ROSE Hel kylling,65
https://www.lidl.dk/p/madvaerket-hvedetoast/p10029406,madvaerket-hvedetoast,,
https://www.lidl.dk/p/disney-2026-marvel-t-shirt/p10029331,disney-2026-marvel-t-shirt,,
https://www.lidl.dk/p/australsk-shiraz-rose/p10000036,australsk-shiraz-rose,Australsk Shiraz rosé,"30,33"
https://www.lidl.dk/p/junge-winzer-pinot-noir-rose/p10029295,junge-winzer-pinot-noir-rose,,
https://www.lidl.dk/p/milbona-kvark-20/p10025463,milbona-kvark-20,Milbona Kvark 20%,9.95
https://www.lidl.dk/p/vitasia-sobanudler/p10029509,vitasia-sobanudler,VITASIA Sobanudler,10
https://www.lidl.dk/p/selone-cabernet-zinfandel-2022/p10015663,selone-cabernet-zinfandel-2022,Selone Cabernet / Zinfandel 2022,"30,33"
https://www.lidl.dk/p/plante-i-keramik/p10029645,plante-i-keramik,Plante i keramik,65
https://www.lidl.dk/p/blommetomater/p10029437,blommetomater,Blommetomater,14
https://www.lidl.dk/p/smoercroissant/p10007294,smoercroissant,Smørcroissant,"30,33"
https://www.lidl.dk/p/bissinger-champagner-aop-brut-rose/p10015697,bissinger-champagner-aop-brut-rose,Bissinger Champagner AOP brut rosé,"30,33"
https://www.lidl.dk/p/wienerpekan/p2883,wienerpekan,Wienerpekan,"30,33"
https://www.lidl.dk/p/parkside-langaermet-troeje/p10029596,parkside-langaermet-troeje,PARKSIDE® Langærmet trøje,59
https://www.lidl.dk/p/ciabatta/p118251,ciabatta,Ciabatta,"30,33"
https://www.lidl.dk/p/flerkornsbroed/p92779,flerkornsbroed,Flerkornsbrød,"30,33"
https://www.lidl.dk/p/crivit-loebevest/p10029595,crivit-loebevest,CRIVIT® Løbevest,"79,-"
https://www.lidl.dk/p/parkside-krydslinjelaser-med-stativ/p10029650,parkside-krydslinjelaser-med-stativ,PARKSIDE® Krydslinjelaser med stativ,"149,-"
https://www.lidl.dk/p/solevita-aeble-blandede-baer-juice/p10025427,solevita-aeble-blandede-baer-juice,Solevita Æble/blandede bær juice,22.95
https://www.lidl.dk/p/vegansk-poelsehorn/p169887,vegansk-poelsehorn,Vegansk pølsehorn,"30,33"
https://www.lidl.dk/p/gruner-veltliner/p10015667,gruner-veltliner,Grüner Veltliner,"30,33"
https://www.lidl.dk/p/deluxe-rejering/p10029269,deluxe-rejering,,
https://www.lidl.dk/p/roedvin-soed-2023/p10015703,roedvin-soed-2023,Rødvin sød 2023,"30,33"
https://www.lidl.dk/p/cloetta-paaskeskum/p10029551,cloetta-paaskeskum,CLOETTA Påskeskum,12
https://www.lidl.dk/p/pizzasnegl/p10009785,pizzasnegl,Pizzasnegl,"30,33"
https://www.lidl.dk/p/chilensk-sauvignon-blanc/p120713,chilensk-sauvignon-blanc,Chilensk Sauvignon Blanc,"30,33"
https://www.lidl.dk/p/lupilu-bleer-tubes-mini-str-2/p138082,lupilu-bleer-tubes-mini-str-2,Lupilu Bleer tubes mini str. 2,"30,33"
https://www.lidl.dk/p/parkside-strikket-fleecejakke/p10029597,parkside-strikket-fleecejakke,PARKSIDE® Strikket fleecejakke,99
https://www.lidl.dk/p/disney-pyjamas-til-damer/p10029330,disney-pyjamas-til-damer,,
https://www.lidl.dk/p/hellmann-s-mayonnaise/p10029256,hellmann-s-mayonnaise,,
https://www.lidl.dk/p/stort-poelsehorn-m-ketchup/p6502975,stort-poelsehorn-m-ketchup,Stort pølsehorn m/ketchup,"30,33"
https://www.lidl.dk/p/crelando-tegneblok/p10029316,crelando-tegneblok,,
https://www.lidl.dk/p/oeko-stykke/p155316,oeko-stykke,Øko stykke,"30,33"
https://www.lidl.dk/p/floralys-toiletpapir-3-lags/p10025529,floralys-toiletpapir-3-lags,Floralys Toiletpapir 3-lags,39.95
https://www.lidl.dk/p/maribel-peanutbutter/p10025491,maribel-peanutbutter,Maribel Peanutbutter,26.95
https://www.lidl.dk/p/livarno-billede-til-vaeggen/p10029581,livarno-billede-til-vaeggen,LIVARNO® Billede til væggen,25
https://www.lidl.dk/p/dulano-roed-salami/p10025387,dulano-roed-salami,Dulano Rød Salami,14.95
https://www.lidl.dk/p/vilstrupgaard-hakket-oksekoed/p10029447,vilstrupgaard-hakket-oksekoed,VILSTRUPGÅRD Hakket oksekød,49
https://www.lidl.dk/p/stor-groen-plante/p10029388,stor-groen-plante,,
https://www.lidl.dk/p/vitasia-cookiedej/p10029496,vitasia-cookiedej,VITASIA Cookiedej,25
https://www.lidl.dk/p/w5-viskestykkeholder/p10029370,w5-viskestykkeholder,,
https://www.lidl.dk/p/sydafrika-chardonnay/p34517,sydafrika-chardonnay,Sydafrika Chardonnay,"30,33"
https://www.lidl.dk/p/livarno-straeklagen-af-satin/p10029579,livarno-straeklagen-af-satin,LIVARNO® Stræklagen af satin,69
https://www.lidl.dk/p/freshona-frosne-jordbaer/p10025359,freshona-frosne-jordbaer,Freshona Frosne jordbær,21.95
https://www.lidl.dk/p/madvaerket-solsikkebroed-10-skiver/p10025499,madvaerket-solsikkebroed-10-skiver,MADVÆRKET Solsikkebrød 10 skiver,7.95
https://www.lidl.dk/p/dulano-selection-gourmet-salami-sk3/p10025391,dulano-selection-gourmet-salami-sk3,Dulano Selection Gourmet Salami SK3,17.95
https://www.lidl.dk/p/sds-coteaux-d-aix-en-prov-aoc-2022/p10015693,sds-coteaux-d-aix-en-prov-aoc-2022,SdS Coteaux d´Aix-en-Prov. AOC 2022,"30,33"
https://www.lidl.dk/p/livarno-pudebetraek-af-mikrofibersatin/p10029580,livarno-pudebetraek-af-mikrofibersatin,LIVARNO® Pudebetræk af mikrofibersatin,30
https://www.lidl.dk/p/silvercrest-glasskaalesaet/p10029570,silvercrest-glasskaalesaet,SILVERCREST® Glasskålesæt,69
https://www.lidl.dk/p/vilstrupgaard-entrecote-eller-ribeye/p10029397,vilstrupgaard-entrecote-eller-ribeye,,
https://www.lidl.dk/p/prosecco-treviso-dop-friz-toer-2023/p10015696,prosecco-treviso-dop-friz-toer-2023,Prosecco Treviso DOP friz tør 2023,"30,33"
https://www.lidl.dk/p/aktivitetshaefte-med-pen/p10029310,aktivitetshaefte-med-pen,,
https://www.lidl.dk/p/disney-2026-marvel-sweatbukser/p10029327,disney-2026-marvel-sweatbukser,,
https://www.lidl.dk/p/montep-d-abruzzo-dop/p27601,montep-d-abruzzo-dop,Montep. d'Abruzzo DOP,"30,33"
https://www.lidl.dk/p/favorina-chokoladeslikkepinde/p10029555,favorina-chokoladeslikkepinde,FAVORINA Chokoladeslikkepinde,25
https://www.lidl.dk/p/danaeg-skrabeaeg/p10029404,danaeg-skrabeaeg,,
https://www.lidl.dk/p/trattoria-alfredo-stensovnspizza-bolognese/p10025222,trattoria-alfredo-stensovnspizza-bolognese,Trattoria Alfredo Stensovnspizza Bolognese,33.95
https://www.lidl.dk/p/nzl-sauvignon-blanc-marlbor-eua/p122673,nzl-sauvignon-blanc-marlbor-eua,NZL Sauvignon Blanc Marlbor. (EUA),"30,33"
https://www.lidl.dk/p/aubergine/p10029435,aubergine,Aubergine,9
https://www.lidl.dk/p/valnoeddestykke/p10029441,valnoeddestykke,Valnøddestykke,6
https://www.lidl.dk/p/crelando-farvet-a4-papir/p10029324,crelando-farvet-a4-papir,,
https://www.lidl.dk/p/silvercrest-sushikit/p10029567,silvercrest-sushikit,SILVERCREST® Sushikit,69
https://www.lidl.dk/p/cotes-du-rhone-rouge-aop/p10015695,cotes-du-rhone-rouge-aop,Côtes du Rhône rouge AOP,"30,33"
https://www.lidl.dk/p/milbona-tyrkisk-inspireret-yoghurt-10/p10025405,milbona-tyrkisk-inspireret-yoghurt-10,Milbona Tyrkisk inspireret yoghurt 10%,30.95
https://www.lidl.dk/p/nivea-creme/p10029265,nivea-creme,,
https://www.lidl.dk/p/moellehjul/p10029440,moellehjul,Møllehjul,2
https://www.lidl.dk/p/alpenfest-karrypoelsesnack/p10029304,alpenfest-karrypoelsesnack,,
https://www.lidl.dk/p/kania-creme-fraiche-eller-thousand-island-dressing/p10029419,kania-creme-fraiche-eller-thousand-island-dressing,,
https://www.lidl.dk/p/livarno-koekkenredskaber/p10029358,livarno-koekkenredskaber,,
https://www.lidl.dk/p/disney-joggingsaet/p10029338,disney-joggingsaet,,
https://www.lidl.dk/p/tastino-tynde-knaekbroed/p10029260,tastino-tynde-knaekbroed,,
https://www.lidl.dk/p/frascati-doc/p21957,frascati-doc,Frascati DOC,"30,33"
https://www.lidl.dk/p/them-revet-ost/p10029418,them-revet-ost,,
https://www.lidl.dk/p/madvaerket-rugbroed/p10029452,madvaerket-rugbroed,MADVÆRKET Rugbrød,5
https://www.lidl.dk/p/havblaa-lakse-eller-roedspaettefileter/p10029236,havblaa-lakse-eller-roedspaettefileter,,
https://www.lidl.dk/p/kirsebaergrene/p10029384,kirsebaergrene,,
https://www.lidl.dk/p/parkside-urtepotte/p10029606,parkside-urtepotte,PARKSIDE® Urtepotte,50
https://www.lidl.dk/p/gavekort/p10000162,gavekort,Gavekort,250
https://www.lidl.dk/p/parkside-blaeselampesaet-inkl-butangas-330-ml/p10029349,parkside-blaeselampesaet-inkl-butangas-330-ml,,
https://www.lidl.dk/p/k-salat-remoulade-eller-mayonnaise/p10008393,k-salat-remoulade-eller-mayonnaise,K-Salat remoulade eller mayonnaise,12
https://www.lidl.dk/p/freshona-groentsager/p10029533,freshona-groentsager,FRESHONA Grøntsager,15
https://www.lidl.dk/p/madvaerket-frugtyoghurt-paere-banan-1-4/p10025411,madvaerket-frugtyoghurt-paere-banan-1-4,"MADVÆRKET Frugtyoghurt pære/banan 1,4%",15.95
https://www.lidl.dk/p/alkoholfri-sauvignon-blanc-2023/p10015678,alkoholfri-sauvignon-blanc-2023,Alkoholfri Sauvignon Blanc 2023,"30,33"
https://www.lidl.dk/p/flerkornsstykke/p10009784,flerkornsstykke,Flerkornsstykke,"30,33"
https://www.lidl.dk/p/silvercrest-ramensaet/p10029569,silvercrest-ramensaet,SILVERCREST® Ramensæt,50
https://www.lidl.dk/p/w5-rullebord/p10029366,w5-rullebord,,
https://www.lidl.dk/p/rose-kyllingeoverlaar-eller-underlaar/p10029449,rose-kyllingeoverlaar-eller-underlaar,ROSE Kyllingeoverlår eller -underlår,22
https://www.lidl.dk/p/paaskeslik/p10013308,paaskeslik,Påskeslik,"30,33"
https://www.lidl.dk/p/tulip-bacon-i-skiver-eller-tern/p10029417,tulip-bacon-i-skiver-eller-tern,,
https://www.lidl.dk/p/gewurztraminer-spatlese-riesling-liebfraumilch-eller-sekt-burg-schoneck/p10029398,gewurztraminer-spatlese-riesling-liebfraumilch-eller-sekt-burg-schoneck,,
https://www.lidl.dk/p/moellehjul-med-birkes/p112388,moellehjul-med-birkes,Møllehjul med birkes,"30,33"
https://www.lidl.dk/p/vilstrupgaard-kalkunstrimler-af-brystfilet/p10029450,vilstrupgaard-kalkunstrimler-af-brystfilet,VILSTRUPGÅRD Kalkunstrimler af brystfilet,29
https://www.lidl.dk/p/californsk-zinfandel/p130935,californsk-zinfandel,Californsk Zinfandel,"30,33"
https://www.lidl.dk/p/parkside-vde-tang-eller-kabelkniv/p10029611,parkside-vde-tang-eller-kabelkniv,PARKSIDE® VDE-tang eller kabelkniv,40
https://www.lidl.dk/p/alpenfest-bockwurst/p10029288,alpenfest-bockwurst,,
https://www.lidl.dk/p/disney-leggings/p10029339,disney-leggings,,
https://www.lidl.dk/p/vilstrupgaard-kyllingevinger-over-underlaar-eller-brystfileter/p10029224,vilstrupgaard-kyllingevinger-over-underlaar-eller-brystfileter,,
https://www.lidl.dk/p/milbona-pizzatopping-med-mozzarella/p10025445,milbona-pizzatopping-med-mozzarella,Milbona Pizzatopping med mozzarella,29.95
https://www.lidl.dk/p/disney-natdragt/p10029337,disney-natdragt,,
https://www.lidl.dk/p/vitasia-wasabi/p10029504,vitasia-wasabi,VITASIA Wasabi,10
https://www.lidl.dk/p/stedmoder/p10029642,stedmoder,Stedmoder,15
https://www.lidl.dk/p/disney-2026-marvel-pyjamas/p10029332,disney-2026-marvel-pyjamas,,
https://www.lidl.dk/p/culinea-gyros-af-grisekoed/p10025365,culinea-gyros-af-grisekoed,Culinea Gyros af grisekød,39.95
https://www.lidl.dk/p/vanish-oxi-action/p10029263,vanish-oxi-action,,
https://www.lidl.dk/p/vitasia-gyoza/p10029508,vitasia-gyoza,VITASIA Gyoza,20
https://www.lidl.dk/p/culinea-kyllingekebab-1-hjertet/p10025363,culinea-kyllingekebab-1-hjertet,Culinea Kyllingekebab (1-hjertet),29.95
https://www.lidl.dk/p/tuborg-classic-eller-pilsner/p10029564,tuborg-classic-eller-pilsner,TUBORG Classic eller pilsner,"69,-"
https://www.lidl.dk/p/vitasia-misosuppe/p10029511,vitasia-misosuppe,VITASIA Misosuppe,25
https://www.lidl.dk/p/alpenfest-wienerschnitzel/p10029277,alpenfest-wienerschnitzel,,
https://www.lidl.dk/p/parkside-dobbelt-koningsvaerktoej-eller-roerskaerer/p10029346,parkside-dobbelt-koningsvaerktoej-eller-roerskaerer,,
https://www.lidl.dk/p/alkoholfri-sauvignon-blanc-2022/p10015676,alkoholfri-sauvignon-blanc-2022,Alkoholfri Sauvignon Blanc 2022,"30,33"
https://www.lidl.dk/p/madvaerket-burgerboeffer/p10029235,madvaerket-burgerboeffer,,
https://www.lidl.dk/p/pecorino-terre-di-chieti/p139629,pecorino-terre-di-chieti,Pecorino Terre di Chieti,"30,33"
https://www.lidl.dk/p/madvaerket-skiveost/p10029238,madvaerket-skiveost,,
https://www.lidl.dk/p/ocean-sea-msc-groenlandsrejer-s/p10025369,ocean-sea-msc-groenlandsrejer-s,"Ocean Sea MSC Grønlandsrejer ""S""",43.95
https://www.lidl.dk/p/formil-basic-flydende-vaskemiddel-sk1-60wl/p10025515,formil-basic-flydende-vaskemiddel-sk1-60wl,Formil Basic Flydende vaskemiddel SK1 60WL,54.95
https://www.lidl.dk/p/mango/p10029229,mango,,
https://www.lidl.dk/p/les-cinq-rameaux-rose/p152772,les-cinq-rameaux-rose,Les Cinq Rameaux rosé,"30,33"
https://www.lidl.dk/p/alpenfest-ostefondue/p10029292,alpenfest-ostefondue,,
https://www.lidl.dk/p/rsa-merlot-eua/p34516,rsa-merlot-eua,RSA Merlot (EUA),"30,33"
https://www.lidl.dk/p/foraarsblomster-i-bakke/p10029390,foraarsblomster-i-bakke,,
https://www.lidl.dk/p/madvaerket-softkernerugbroed-med-hoerfroe/p10025501,madvaerket-softkernerugbroed-med-hoerfroe,MADVÆRKET Softkernerugbrød med hørfrø,16.95
https://www.lidl.dk/p/esmara-sokker/p10029375,esmara-sokker,,
https://www.lidl.dk/p/australsk-shiraz/p34497,australsk-shiraz,Australsk Shiraz,"30,33"
https://www.lidl.dk/p/chile-merlot-reserva-privada-2023/p10015670,chile-merlot-reserva-privada-2023,Chile Merlot Reserva Privada (2023),"30,33"
https://www.lidl.dk/p/nixe-msc-tun-i-olivenolie/p10025495,nixe-msc-tun-i-olivenolie,Nixe MSC Tun i olivenolie,14.95
https://www.lidl.dk/p/disney-body/p10029336,disney-body,,
https://www.lidl.dk/p/vitasia-udonnnudler/p10029521,vitasia-udonnnudler,VITASIA Udonnnudler,10
https://www.lidl.dk/p/favorina-fyldte-chokoladeaeg/p10029552,favorina-fyldte-chokoladeaeg,FAVORINA Fyldte chokoladeæg,30
https://www.lidl.dk/p/deluxe-troeffelpesto/p10029481,deluxe-troeffelpesto,DELUXE Trøffelpesto,18
https://www.lidl.dk/p/livarno-lux-led-paere/p10000148,livarno-lux-led-paere,LIVARNO LUX® LED-pære,"30,33"
https://www.lidl.dk/p/focaccia-med-kylling-og-jalapeno/p6504952,focaccia-med-kylling-og-jalapeno,Focaccia med kylling og jalapeno,"30,33"
https://www.lidl.dk/p/esmara-boxershorts-til-maend/p10029633,esmara-boxershorts-til-maend,ESMARA® Boxershorts til mænd,59
https://www.lidl.dk/p/dulano-bacon-i-strimler-roeget/p10025395,dulano-bacon-i-strimler-roeget,"Dulano Bacon i strimler, røget",22.95
https://www.lidl.dk/p/chil-malbec-res-privada-oa-2022/p10015668,chil-malbec-res-privada-oa-2022,Chil. Malbec Res. Privada (OA) 2022,"30,33"
https://www.lidl.dk/p/cien-balsam/p10025505,cien-balsam,Cien Balsam,13.95
https://www.lidl.dk/p/doussy-sensitive-skyllemiddel/p6500834,doussy-sensitive-skyllemiddel,Doussy sensitive skyllemiddel,"30,33"
https://www.lidl.dk/p/solevita-oekologisk-aeblejuice/p10029261,solevita-oekologisk-aeblejuice,,
https://www.lidl.dk/p/fashioncheque/p10000167,fashioncheque,Fashioncheque,300
https://www.lidl.dk/p/fin-carre-chokolade/p10029463,fin-carre-chokolade,FIN CARRÉ Chokolade,10
https://www.lidl.dk/p/rainforest-banan/p10029230,rainforest-banan,,
https://www.lidl.dk/p/alpenfest-tyrolerpoelser/p10029285,alpenfest-tyrolerpoelser,,
https://www.lidl.dk/p/aromata-aluminiumsfolie/p10029476,aromata-aluminiumsfolie,AROMATA Aluminiumsfolie,20
https://www.lidl.dk/p/spinat/p10029656,spinat,,
https://www.lidl.dk/p/prosecco-spumante-doc/p10000132,prosecco-spumante-doc,Prosecco Spumante DOC,"30,33"
https://www.lidl.dk/p/stroptoppe-undertroejer-ribtoppe-med-blonder-til-kvinder/p10029636,stroptoppe-undertroejer-ribtoppe-med-blonder-til-kvinder,"Stroptoppe, undertrøjer, ribtoppe med blonder til kvinder",59
https://www.lidl.dk/p/livarno-koekkenkniv/p10029360,livarno-koekkenkniv,,
https://www.lidl.dk/p/alpenfest-cheesecake/p10029303,alpenfest-cheesecake,,
https://www.lidl.dk/p/esmara-finstrikket-pullover/p10029380,esmara-finstrikket-pullover,,
https://www.lidl.dk/p/rch-cabernet-sauvignon-eua/p10000069,rch-cabernet-sauvignon-eua,RCH Cabernet Sauvignon (EUA),"30,33"
https://www.lidl.dk/p/nixe-msc-tun-i-vand-atg102g/p10025493,nixe-msc-tun-i-vand-atg102g,Nixe MSC Tun i vand (ATG102g),9.95
https://www.lidl.dk/p/silvercrest-skaerebraet/p10029357,silvercrest-skaerebraet,,
https://www.lidl.dk/p/parkside-vde-skruetraekkersaet/p10029612,parkside-vde-skruetraekkersaet,PARKSIDE® VDE-skruetrækkersæt,30
https://www.lidl.dk/p/marabou-chokolade/p10029415,marabou-chokolade,,
https://www.lidl.dk/p/alpenfest-knodel/p10029282,alpenfest-knodel,,
https://www.lidl.dk/p/deluxe-tiramisu-eller-profiteroles/p10029274,deluxe-tiramisu-eller-profiteroles,,
https://www.lidl.dk/p/silvercrest-wok-af-stoebt-aluminium/p10029573,silvercrest-wok-af-stoebt-aluminium,SILVERCREST® Wok af støbt aluminium,129
https://www.lidl.dk/p/tastino-tynde-knaekbroed/p10025497,tastino-tynde-knaekbroed,Tastino Tynde knækbrød,16.95
https://www.lidl.dk/p/dagmartaerte/p7135,dagmartaerte,Dagmartærte,"30,33"
https://www.lidl.dk/p/aus-prem-chardonn-limest-eua-2023/p10015665,aus-prem-chardonn-limest-eua-2023,AUS Prem Chardonn Limest (EUA) 2023,"30,33"
https://www.lidl.dk/p/danske-kartofler/p10029438,danske-kartofler,Danske kartofler,18
https://www.lidl.dk/p/parkside-arbejdsbukser/p10029600,parkside-arbejdsbukser,PARKSIDE® Arbejdsbukser,99
https://www.lidl.dk/p/mars-mondelez-snickers-mars-eller-daim/p10029412,mars-mondelez-snickers-mars-eller-daim,,
https://www.lidl.dk/p/madvaerket-grovvalsede-havregryn/p10025477,madvaerket-grovvalsede-havregryn,MADVÆRKET Grovvalsede havregryn,12.95
https://www.lidl.dk/p/kyllingepoelsehorn/p6505020,kyllingepoelsehorn,Kyllingepølsehorn,"30,33"
https://www.lidl.dk/p/deluxe-chokoladekager/p10029273,deluxe-chokoladekager,,
https://www.lidl.dk/p/oeko-broed-med-rug-og-solsikkekerne/p155315,oeko-broed-med-rug-og-solsikkekerne,Øko brød med rug og solsikkekerne,"30,33"
https://www.lidl.dk/p/mateus-rose/p10015873,mateus-rose,Mateus Rosé,"30,33"
https://www.lidl.dk/p/milbona-sodergarden-smoerbar/p10025451,milbona-sodergarden-smoerbar,Milbona Södergarden smørbar,15.95
https://www.lidl.dk/p/silvercrest-elektrisk-kaffekvaern/p10029391,silvercrest-elektrisk-kaffekvaern,,
https://www.lidl.dk/p/crivit-loebetights/p10029589,crivit-loebetights,CRIVIT® Løbetights,59
https://www.lidl.dk/p/parkside-kultiveringssaet/p10029607,parkside-kultiveringssaet,PARKSIDE® Kultiveringssæt,50
https://www.lidl.dk/p/de-danske-familiegaarde-hel-kylling-i-stegepose/p10029234,de-danske-familiegaarde-hel-kylling-i-stegepose,,
https://www.lidl.dk/p/alpenfest-floedeost/p10029290,alpenfest-floedeost,,
https://www.lidl.dk/p/alpenfest-skinke/p10029286,alpenfest-skinke,,
https://www.lidl.dk/p/groen-plante-i-skjuler/p10029387,groen-plante-i-skjuler,,
https://www.lidl.dk/p/australsk-cabernet-sauvignon/p34524,australsk-cabernet-sauvignon,Australsk Cabernet Sauvignon,"30,33"
https://www.lidl.dk/p/combino-tagliatelle-pasta-korte/p10025485,combino-tagliatelle-pasta-korte,Combino Tagliatelle pasta korte,12.95
https://www.lidl.dk/p/spandauer/p156103,spandauer,Spandauer,"30,33"
https://www.lidl.dk/p/tuborg-classic-eller-pilsner/p10029560,tuborg-classic-eller-pilsner,TUBORG Classic eller pilsner,75
https://www.lidl.dk/p/lupilu-bleer-tubes-xl-str-6/p138089,lupilu-bleer-tubes-xl-str-6,Lupilu Bleer tubes XL str. 6,"30,33"
https://www.lidl.dk/p/parkside-afisoleringstang-og-crimptangsaet/p10029614,parkside-afisoleringstang-og-crimptangsaet,PARKSIDE® Afisoleringstang- og crimptangsæt,79
https://www.lidl.dk/p/liebfraumilch-pfalz-rhh-8-5-2022/p10015700,liebfraumilch-pfalz-rhh-8-5-2022,"Liebfraumilch Pfalz/Rhh. 8,5% 2022","30,33"
https://www.lidl.dk/p/san-valentin-parellada/p10015671,san-valentin-parellada,San Valentin Parellada,"30,33"
https://www.lidl.dk/p/italiensk-krydderurt-i-terrakottakrukke/p10029381,italiensk-krydderurt-i-terrakottakrukke,,
https://www.lidl.dk/p/danish-crown-burger-boost/p10029448,danish-crown-burger-boost,DANISH CROWN Burger Boost,39
https://www.lidl.dk/p/sangria-12-alc/p10015699,sangria-12-alc,Sangria 12% alc.,"30,33"
https://www.lidl.dk/p/oeko-bianco-terre-sicilia/p120824,oeko-bianco-terre-sicilia,Øko Bianco Terre Sicilia,"30,33"
https://www.lidl.dk/p/rsa-chenin-blanc-aargang-2024/p10015666,rsa-chenin-blanc-aargang-2024,RSA Chenin Blanc årgang 2024,"30,33"
https://www.lidl.dk/p/favorina-massive-chokoladeaeg/p10029553,favorina-massive-chokoladeaeg,FAVORINA Massive chokoladeæg,39
https://www.lidl.dk/p/dansk-roed-aeble/p10029434,dansk-roed-aeble,Dansk rød æble,2
https://www.lidl.dk/p/livarno-koekkenredskaber/p10029392,livarno-koekkenredskaber,,
https://www.lidl.dk/p/chilensk-merlot/p10000028,chilensk-merlot,Chilensk Merlot,"30,33"
https://www.lidl.dk/p/brezel/p95664,brezel,Brezel,"30,33"
https://www.lidl.dk/p/combino-pasta-i-bronzeform-hwg-sk1/p10025487,combino-pasta-i-bronzeform-hwg-sk1,Combino Pasta i bronzeform HWG SK1,11.95
https://www.lidl.dk/p/smoercroissant/p10029566,smoercroissant,Smørcroissant,5
https://www.lidl.dk/p/crelando-lcd-skrivetavle/p10029350,crelando-lcd-skrivetavle,,
https://www.lidl.dk/p/rsa-pinotage-eua/p10000072,rsa-pinotage-eua,RSA Pinotage (EUA),"30,33"
https://www.lidl.dk/p/boerneaebler/p10029653,boerneaebler,,
https://www.lidl.dk/p/nzl-pinot-noir-hawkeys-bay-eua/p10015673,nzl-pinot-noir-hawkeys-bay-eua,NZL Pinot Noir Hawkeys Bay (EUA),"30,33"
https://www.lidl.dk/p/chardonnay-terre-siciliane-igp/p63293,chardonnay-terre-siciliane-igp,Chardonnay Terre Siciliane IGP,"30,33"
https://www.lidl.dk/p/kims-chips/p10029544,kims-chips,KIMS Chips,15
https://www.lidl.dk/p/moellehjul/p56221,moellehjul,Møllehjul,"30,33"
https://www.lidl.dk/p/silvercrest-indkoebstrolley/p10029354,silvercrest-indkoebstrolley,,
https://www.lidl.dk/p/paalaegsslagteren-bacontern-eller-leverpostej/p10029456,paalaegsslagteren-bacontern-eller-leverpostej,PÅLÆGSSLAGTEREN Bacontern eller leverpostej,12
https://www.lidl.dk/p/culinea-paneret-schnitzel-af-grisekam/p10029532,culinea-paneret-schnitzel-af-grisekam,CULINEA Paneret schnitzel af grisekam,25
https://www.lidl.dk/p/ostebolle/p10029442,ostebolle,Ostebolle,6
https://www.lidl.dk/p/crivit-kortaermet-loebetroeje/p10029586,crivit-kortaermet-loebetroeje,CRIVIT® Kortærmet løbetrøje,40
https://www.lidl.dk/p/paaskeliljer/p10029385,paaskeliljer,,
https://www.lidl.dk/p/spangsberg-paaskeslik/p10029550,spangsberg-paaskeslik,SPANGSBERG Påskeslik,20
https://www.lidl.dk/p/deluxe-fyldte-tortelloni/p10029480,deluxe-fyldte-tortelloni,DELUXE Fyldte tortelloni,15
https://www.lidl.dk/p/madvaerket-frugtyoghurt-paere-banan-3-1/p10025415,madvaerket-frugtyoghurt-paere-banan-3-1,"MADVÆRKET Frugtyoghurt pære/banan 3,1%",15.95
https://www.lidl.dk/p/alpenfest-spatzle/p10029278,alpenfest-spatzle,,
https://www.lidl.dk/p/rustik-moerk-baguette/p129254,rustik-moerk-baguette,Rustik mørk baguette,"30,33"
https://www.lidl.dk/p/parkside-bore-og-mejselhammer/p10029651,parkside-bore-og-mejselhammer,PARKSIDE® Bore- og mejselhammer,"299,-"
